mean_diam_px,std_diam_px,particle_count,mean_aspect,image_path
50.410241653507455,35.7717419036545,7,1.4889535598091748,data/subset/dopad/11500X38207.png
69.19154753377434,26.174902478213063,3,2.3092053020585177,data/subset/dopad/25000X7718.png
51.3115282615834,49.68580897327065,6,1.4041765480895914,data/subset/dopad/11500X196101.png
63.21481366814175,28.025836249312093,7,2.0083824608506813,data/subset/dopad/11500X2195.png
108.05961255143467,0.0,1,0.6846153846153846,data/subset/dopad/25000X17545.png
87.40672571202263,46.54040824662871,7,1.297790794648561,data/subset/dopad/11500X120804.png
127.17330465790822,28.74526141874871,2,1.10574182163703,data/subset/dopad/25000X48914.png
98.87163512579399,27.317378326853717,3,1.183369949870779,data/subset/dopad/11500X63477.png
83.80879254837714,26.811717022756994,3,1.2413870477768574,data/subset/dopad/11500X101285.png
83.84912440281134,41.46114431973515,3,1.7347788663578136,data/subset/dopad/11500X126537.png
34.47168774540939,44.8673788832825,7,1.2725321239606953,data/subset/dopad/11500X76247.png
27.1055472612282,37.31481102849786,24,0.8758973490134316,data/subset/dopad/11500X181677.png
100.03793068570747,3.102344649693322,2,1.0095631067961164,data/subset/dopad/25000X50032.png
32.31709463928132,37.45076224145416,3,1.0396537842190017,data/subset/dopad/25000X16970.png
73.37861971502669,64.52597550356354,12,0.9745881249588528,data/subset/dopad/25000X61370.png
80.54187767930974,31.759950624984988,5,1.2046899044621546,data/subset/dopad/25000X45757.png
46.5726312760456,54.24058995828597,19,1.0397092626930664,data/subset/dopad/25000X35009.png
113.1117735438625,23.929476374824542,3,0.857029550769432,data/subset/dopad/25000X64620.png
65.20775125705613,21.06063896670231,6,0.7616969126069227,data/subset/dopad/25000X54677.png
12.296605507510957,16.07384180586105,223,0.8006823754624439,data/subset/dopad/11500X27301.png
115.1582670857333,0.0,1,0.860655737704918,data/subset/dopad/25000X41048.png
66.16871302197372,28.904293759977705,12,1.1580412963399858,data/subset/dopad/11500X201418.png
49.11335315101917,36.99106591020003,3,1.8392352988626282,data/subset/dopad/11500X97572.png
41.7043336976212,18.583863846226986,4,2.127175925925926,data/subset/dopad/53000X566.png
77.82759747227368,19.568103867370308,4,1.3254696607286955,data/subset/dopad/11500X131386.png
51.69362618851697,25.55061804649252,5,1.4019343009931244,data/subset/dopad/11500X155385.png
100.97322161574164,67.8427234508076,4,1.0731033829840948,data/subset/dopad/11500X176546.png
12.876793856726106,20.638574169813865,52,0.9984527240499805,data/subset/dopad/11500X193829.png
68.34192819098404,30.365861611151175,4,1.7832139324895326,data/subset/dopad/11500X80023.png
83.58777629166181,26.89447976283144,5,1.078029689608637,data/subset/dopad/25000X6383.png
51.92754280009464,40.119268481720795,9,0.8535468202957615,data/subset/dopad/11500X165612.png
62.594784661506345,44.71205222354399,12,1.5136746923344957,data/subset/dopad/11500X184904.png
114.02087345623549,18.00913300808729,2,1.0978304140127388,data/subset/dopad/25000X40522.png
59.88202728000173,31.357684643158624,9,1.2827403732814107,data/subset/dopad/11500X2395.png
48.32318214112426,55.9275086679666,14,1.226397325410072,data/subset/dopad/11500X182896.png
62.19229299193056,53.07389668053646,9,0.7836582395614111,data/subset/dopad/25000X62218.png
70.75486158694804,19.305677234653345,4,1.8349974109118299,data/subset/dopad/25000X66298.png
112.60696852673676,22.96076312641082,3,1.2172704090372914,data/subset/dopad/25000X5516.png
14.7019798216267,25.488103995350865,170,1.2087338894550588,data/subset/dopad/11500X27523.png
94.2575043758197,19.835833140666587,4,1.810798561848982,data/subset/dopad/25000X1497.png
63.06722598641157,36.47647659006162,5,1.008745061206888,data/subset/dopad/11500X111899.png
72.37037285566582,0.0,1,0.6413043478260869,data/subset/dopad/11500X24400.png
50.24539082940654,31.88580071897609,3,1.4047008547008548,data/subset/dopad/11500X88064.png
10.948078573763263,10.146001096872176,294,0.7624136590390224,data/subset/dopad/11500X170149.png
