wavelength,spectrum
400,0.010596666666666714
402,0.010061666666666714
404,0.009526666666666714
406,0.009110000000000038
408,0.010410666666666702
410,0.053420333333334014
412,0.11603566666666713
414,0.13454916666666739
416,0.13683250000000072
418,0.13741250000000071
420,0.09593750000000006
422,0.06359883333333391
424,0.08595037037037076
426,0.13232777777777824
428,0.18714022222222276
430,0.2507477037037043
432,0.29406222222222256
434,0.3352374074074077
436,0.37641259259259296
438,0.41758777777777817
440,0.45876296296296337
442,0.4999381481481485
444,0.5411133333333338
446,0.5822885185185189
448,0.6234637037037041
450,0.6646388888888893
452,0.7058140740740745
454,0.7469892592592596
456,0.7865821164021166
458,0.8092440634920635
460,0.8149751005291005
462,0.8037752275132274
464,0.775644444444444
466,0.7321650793650789
468,0.6886857142857139
470,0.6452063492063489
472,0.6017269841269839
474,0.5582476190476188
476,0.5147682539682537
478,0.47128888888888865
480,0.42780952380952364
482,0.3843301587301585
484,0.3408507936507935
486,0.29737142857142845
488,0.2538920634920634
490,0.21041269841269833
492,0.1669333333333333
494,0.12345396825396823
496,0.08403809523809522
498,0.053318095238095234
500,0.03129396825396824
502,0.01772904761904762
504,0.012763333333333335
506,0.012430000000000016
508,0.012096666666666697
510,0.011763333333333379
512,0.011666666666666714
514,0.011666666666666714
516,0.011666666666666714
518,0.011666666666666714
520,0.01200666666666671
522,0.013280000000000052
524,0.014946666666666714
526,0.01698000000000003
528,0.01910666666666669
530,0.020536666666666682
532,0.020930000000000004
534,0.02009999999999999
536,0.016933333333333293
538,0.013473333333333296
540,0.010369999999999959
542,0.007369999999999957
544,0.005499999999999933
546,0.007299999999999945
548,0.010299999999999948
550,0.013429999999999947
552,0.016916666666666615
554,0.019929999999999976
556,0.020930000000000004
558,0.02048333333333333
560,0.018946666666666646
562,0.01663133333333332
564,0.01427533333333333
566,0.01201866666666667
568,0.009994666666666683
570,0.008884666666666688
572,0.009873333333333347
574,0.01191600000000001
576,0.014272666666666673
578,0.0172
580,0.020089999999999997
582,0.02093
584,0.020543333333333344
586,0.01869333333333332
588,0.01590333333333331
590,0.013196666666666652
592,0.010863333333333308
594,0.008916666666666623
596,0.008333333333333304
598,0.008333333333333304
600,0.008333333333333304
602,0.008333333333333304
604,0.008333333333333304
606,0.008333333333333304
608,0.008333333333333304
610,0.008333333333333304
612,0.008333333333333304
614,0.008333333333333304
616,0.008333333333333304
618,0.008333333333333304
620,0.008333333333333304
622,0.008333333333333304
624,0.008333333333333304
626,0.008333333333333304
628,0.008333333333333304
630,0.008333333333333304
632,0.008333333333333304
634,0.008333333333333304
636,0.008333333333333304
638,0.008333333333333304
640,0.008333333333333304
642,0.008333333333333304
644,0.008333333333333304
646,0.008333333333333304
648,0.008333333333333304
650,0.008333333333333304
652,0.008333333333333304
654,0.008333333333333304
656,0.008333333333333304
658,0.008333333333333304
660,0.008333333333333304
662,0.008333333333333304
664,0.008333333333333304
666,0.008333333333333304
668,0.008333333333333304
670,0.008333333333333304
672,0.008333333333333304
674,0.008333333333333304
676,0.008333333333333304
678,0.008333333333333304
680,0.008333333333333304
682,0.008333333333333304
684,0.008333333333333304
686,0.008333333333333304
688,0.008333333333333304
690,0.008333333333333304
692,0.008333333333333304
694,0.008333333333333304
696,0.008333333333333304
698,0.008333333333333304
700,0.008333333333333304
702,0.008333333333333304
704,0.008333333333333304
706,0.008333333333333304
708,0.008333333333333304
710,0.008333333333333304
712,0.008333333333333304
714,0.008333333333333304
716,0.008333333333333304
718,0.008333333333333304
720,0.008333333333333304
722,0.008333333333333304
724,0.008333333333333304
726,0.008333333333333304
728,0.008333333333333304
730,0.008333333333333304
732,0.008333333333333304
734,0.008333333333333304
736,0.008333333333333304
738,0.008333333333333304
740,0.008333333333333304
742,0.008333333333333304
744,0.008333333333333304
746,0.008333333333333304
748,0.008333333333333304
750,0.008333333333333304
752,0.008333333333333304
754,0.008333333333333304
756,0.008333333333333304
758,0.008333333333333304
760,0.008333333333333304
762,0.008333333333333304
764,0.008333333333333304
766,0.008333333333333304
768,0.008333333333333304
770,0.008333333333333304
772,0.008333333333333304
774,0.008333333333333304
776,0.008333333333333304
778,0.008333333333333304
780,0.008333333333333304
782,0.008333333333333304
784,0.008333333333333304
786,0.008333333333333304
788,0.008333333333333304
790,0.008333333333333304
792,0.008333333333333304
794,0.008333333333333304
796,0.008333333333333304
798,0.008333333333333304
800,0.008333333333333304
