wavelength,spectrum
400,0.4633333333333334
402,0.4633333333333334
404,0.4633333333333334
406,0.4633333333333334
408,0.4633333333333334
410,0.4633333333333334
412,0.4633333333333334
414,0.4633333333333334
416,0.4633333333333334
418,0.45952000000000004
420,0.4562666666666667
422,0.45585333333333333
424,0.45585333333333333
426,0.45585333333333333
428,0.459656
430,0.46261466666666673
432,0.4624493333333334
434,0.4615866666666667
436,0.46044
438,0.45911733333333327
440,0.45678457142857143
442,0.45153066666666664
444,0.44335561904761905
446,0.43225942857142857
448,0.41814476190476196
450,0.4322783015873016
452,0.4412277619047619
454,0.4574322698412698
456,0.46319715079365087
458,0.4776445952380953
460,0.4587568749315821
462,0.4594663155446089
464,0.4562436185121729
466,0.4582399176840154
468,0.4378649176840154
470,0.39599501894290967
472,0.31504122912353355
474,0.22098879917184272
476,0.1365371428571429
478,0.06924603174603164
480,0.030074206349206233
482,0.019133333333333356
484,0.02066833333333334
486,0.020935000000000006
488,0.020605000000000002
490,0.018024666666666658
492,0.015018333333333323
494,0.012445999999999994
496,0.009895999999999993
498,0.007605000000000003
500,0.008035333333333344
502,0.010073333333333349
504,0.012552333333333355
506,0.015102333333333351
508,0.017723333333333348
510,0.019630000000000015
512,0.020000000000000018
514,0.019165000000000005
516,0.016665000000000027
518,0.014191333333333361
520,0.011930666666666697
522,0.009883000000000034
524,0.008883333333333387
526,0.0099416666666667
528,0.011942000000000048
530,0.014202666666666714
532,0.016530333333333366
534,0.018870000000000033
536,0.02046166666666669
538,0.020935000000000002
540,0.020255000000000002
542,0.01748500000000004
544,0.013987297297297335
546,0.010854189189189227
548,0.007880675675675713
550,0.005596756756756795
552,0.005132432432432439
554,0.005180405405405413
556,0.005228378378378387
558,0.0052763513513513615
560,0.005324324324324335
562,0.005372297297297309
564,0.005420270270270284
566,0.005468243243243258
568,0.0055162162162162316
570,0.005564189189189206
572,0.00561216216216218
574,0.005660135135135154
576,0.005708108108108128
578,0.005756081081081102
580,0.005804054054054077
582,0.005852027027027052
584,0.005900000000000025
586,0.005947972972972999
588,0.005995945945945973
590,0.0060439189189189476
592,0.006091891891891922
594,0.006139864864864895
596,0.006187837837837868
598,0.006235810810810843
600,0.006283783783783817
602,0.006331756756756792
604,0.006379729729729766
606,0.006427702702702741
608,0.006475675675675714
610,0.0065236486486486885
612,0.00658699699699704
614,0.007469084084084131
616,0.009169909909909959
618,0.011307252252252264
620,0.012636666666666666
622,0.01389039682539681
624,0.014265079365079333
626,0.013760714285714246
628,0.012759523809523799
630,0.012505952380952381
632,0.012252380952380964
634,0.01276880952380956
636,0.014134285714285742
638,0.01568380952380955
640,0.01790404761904765
642,0.01989000000000002
644,0.020821666666666665
646,0.020830000000000036
648,0.01945000000000005
650,0.015830000000000045
652,0.012495000000000048
654,0.009495000000000045
656,0.00662000000000002
658,0.005858333333333365
660,0.008298333333333376
662,0.011298333333333379
664,0.014535000000000053
666,0.018126666666666718
668,0.02037500000000004
670,0.02093500000000003
672,0.020288333333333353
674,0.018652037037036988
676,0.024786296296296223
678,0.03953111111111104
680,0.06250814814814813
682,0.09425740740740748
684,0.13488518518518547
686,0.17551296296296345
688,0.2161407407407414
690,0.25676851851851945
692,0.29155310541310614
694,0.3163005982905988
696,0.3310109971509974
698,0.335684301994302
700,0.3303205128205125
702,0.32076282051282023
704,0.3112051282051279
706,0.30164743589743565
708,0.29208974358974327
710,0.282532051282051
712,0.27297435897435873
714,0.2634166666666664
716,0.2538589743589741
718,0.24430128205128182
720,0.23474358974358953
722,0.22518589743589726
724,0.21562820512820494
726,0.20607051282051264
728,0.19651282051282035
730,0.18695512820512805
732,0.17739743589743576
734,0.16783974358974346
736,0.15828205128205114
738,0.14872435897435887
740,0.13916666666666658
742,0.12960897435897428
744,0.12005128205128197
746,0.11049358974358969
748,0.10093589743589737
750,0.09137820512820509
752,0.0818205128205128
754,0.0722628205128205
756,0.0627051282051282
758,0.05314743589743591
760,0.043589743589743615
762,0.03403205128205132
764,0.024474358974359022
766,0.018439743589743603
768,0.01502666666666671
770,0.014131794871794912
772,0.014855128205128257
774,0.016640000000000033
776,0.017523333333333398
778,0.018130000000000028
780,0.017650000000000002
782,0.01676166666666663
784,0.016368333333333297
786,0.01490999999999997
788,0.01266333333333331
790,0.01054166666666668
792,0.01079666666666671
794,0.012290000000000073
796,0.01418166666666674
798,0.01553541666666675
800,0.01838333333333342
