wavelength,spectrum
400,0.6457597173144876
402,0.6457597173144876
404,0.6457597173144876
406,0.6457597173144876
408,0.6457597173144876
410,0.6457597173144876
412,0.6457597173144876
414,0.6455830388692578
416,0.6484856133266025
418,0.6660222110045428
420,0.6889882701453277
422,0.7124110103488007
424,0.7361949391539309
426,0.7574671724288665
428,0.7648171832905667
430,0.7673025170333384
432,0.769494598586579
434,0.7716914165706734
436,0.7734422502579662
438,0.7742386301080277
440,0.7691400416971504
442,0.7597012437965727
444,0.7538232917391181
446,0.7539849022901893
448,0.7543729032484949
450,0.7598979912413741
452,0.7693204438204638
454,0.7749117429806676
456,0.7744619946631491
458,0.7741085677725216
460,0.7745210478815091
462,0.772706465811171
464,0.7708836573272955
466,0.7691203740684619
468,0.7666673581364056
470,0.7630147675678398
472,0.7608198919580487
474,0.7567159702758381
476,0.7485452776577148
478,0.7337306648837205
480,0.7227739452136313
482,0.7067379304106737
484,0.6998928016006977
486,0.705388827478983
488,0.7224371269432011
490,0.7364204920526568
492,0.7562711428203561
494,0.7687137135581548
496,0.773156091588035
498,0.7734304250284463
500,0.7735673834763588
502,0.7736478276964497
504,0.7736632604335785
506,0.7732575835032705
508,0.773533447527004
510,0.7734946440041014
512,0.7611187374386292
514,0.7605109181099617
516,0.752403195219449
518,0.7170857085074493
520,0.6934008646529942
522,0.6830629902997386
524,0.6618312072799698
526,0.6486602725896009
528,0.6626431095406361
530,0.6658939929328622
532,0.6692155477031803
534,0.6725371024734982
536,0.6758586572438162
538,0.6790176678445229
540,0.681929328621908
542,0.6844098939929328
544,0.6865371024734982
546,0.6884452296819787
548,0.6897597173144876
550,0.6907067137809186
552,0.6912579505300354
554,0.6912862190812721
556,0.6906501766784452
558,0.6896890459363958
560,0.6881837455830389
562,0.686148409893993
564,0.6841554770318021
566,0.6817526501766784
568,0.6786572438162544
570,0.675512367491166
572,0.6723674911660777
574,0.6687491166077739
576,0.6651802120141342
578,0.6621978798586572
580,0.6590530035335689
582,0.6559363957597173
584,0.6531378091872792
586,0.6505229681978798
588,0.6477455830388692
590,0.645243816254417
592,0.6429116607773852
594,0.6407349823321555
596,0.6386501766784451
598,0.6367844522968198
600,0.6352014134275619
602,0.6338162544169612
604,0.6324734982332155
606,0.631201413427562
608,0.6301625441696114
610,0.6290247349823321
612,0.6280282685512367
614,0.6268763250883392
616,0.6260282685512367
618,0.625208480565371
620,0.6244452296819788
622,0.6230459363957597
624,0.6215038869257951
626,0.6199844522968199
628,0.6185780918727916
630,0.6173893992932862
632,0.6166332155477032
634,0.6162181389870436
636,0.6154760895170789
638,0.6148937573616019
640,0.6143510011778563
642,0.6140683156654887
644,0.6139406360424028
646,0.6147886925795053
648,0.6154770318021201
650,0.6159872791519434
652,0.6158791519434628
654,0.6155787985865724
656,0.6146070671378092
658,0.6136353356890459
660,0.6134925795053003
662,0.6133321554770319
664,0.6140636042402827
666,0.6142226148409894
668,0.6147632508833922
670,0.6144452296819788
672,0.6147632508833921
674,0.6145724381625441
676,0.6145724381625441
678,0.6147632508833922
680,0.6144134275618375
682,0.6140636042402827
684,0.6135229681978799
686,0.6133639575971731
688,0.6126325088339223
690,0.6126325088339223
692,0.5789261315833756
694,0.5305737577158446
696,0.4758086361195029
698,0.42100216192111983
700,0.36589243530776666
702,0.3444890859449602
704,0.3377317331991379
706,0.33738712818212646
708,0.33708387576715637
710,0.33737334398144603
712,0.33457515124331294
714,0.33164600859871557
716,0.32871686595411825
718,0.3257877233095209
720,0.3225691124506339
722,0.32243816254416957
724,0.32243816254416957
726,0.32243816254416957
728,0.32243816254416957
730,0.32243816254416957
732,0.32243816254416957
734,0.32243816254416957
736,0.32243816254416957
738,0.32243816254416957
740,0.32243816254416957
742,0.32243816254416957
744,0.32243816254416957
746,0.32243816254416957
748,0.32243816254416957
750,0.32243816254416957
752,0.32243816254416957
754,0.32243816254416957
756,0.32243816254416957
758,0.32243816254416957
760,0.32243816254416957
762,0.32243816254416957
764,0.32243816254416957
766,0.32243816254416957
768,0.32243816254416957
770,0.32243816254416957
772,0.32243816254416957
774,0.32243816254416957
776,0.32243816254416957
778,0.32243816254416957
780,0.32243816254416957
782,0.32243816254416957
784,0.32243816254416957
786,0.32243816254416957
788,0.32243816254416957
790,0.32243816254416957
792,0.32243816254416957
794,0.32243816254416957
796,0.32243816254416957
798,0.32243816254416957
800,0.32243816254416957
