wavelength,spectrum
400,0.9629799764428739
402,0.9622968197879859
404,0.9617173144876325
406,0.9612508833922263
408,0.9619349823321555
410,0.96412296819788
412,0.9676876325088338
414,0.9724508833922261
416,0.9767335689045936
418,0.979625441696113
420,0.9814091872791518
422,0.9820848056537101
424,0.9604664310954061
426,0.9271068225061155
428,0.8291814287008638
430,0.8164705128380048
432,0.7878168980925171
434,0.8065377461490544
436,0.8364344572118434
438,0.9311796390029606
440,0.9405972686467386
442,0.9656254416961131
444,0.9643038869257949
446,0.9630671378091872
448,0.9591400409150083
450,0.9351871551670694
452,0.9096282230901162
454,0.8824090989868931
456,0.8543513021450597
458,0.8282248714718389
460,0.8220887710056732
462,0.818631428758235
464,0.8153268377303142
466,0.7914192641034422
468,0.7596185833388039
470,0.7227334000239687
472,0.6816455337304387
474,0.6404225778107586
476,0.6181440996069838
478,0.6018640251166332
480,0.5882704438495072
482,0.5704852080247755
484,0.5610026967934135
486,0.5506556987450699
488,0.5367410641625128
490,0.5245494783722491
492,0.5201175079015785
494,0.5077618605465548
496,0.49911405545982224
498,0.4962634539473755
500,0.49333622168552543
502,0.4899830569647401
504,0.4884898109207138
506,0.48681814807237256
508,0.4866707527510381
510,0.49134396395195135
512,0.49872661726451994
514,0.5039694698358026
516,0.5098965651197883
518,0.514170849606898
520,0.5172244098609975
522,0.5188924326541088
524,0.521058597692177
526,0.523754919823128
528,0.5274856872886298
530,0.5311826001076665
532,0.5346700073837908
534,0.5393094204823241
536,0.5452739624185977
538,0.5591845931565207
540,0.5818692538344057
542,0.6195052053353505
544,0.6677911181868776
546,0.7137149483724992
548,0.7492322436614952
550,0.7650814769293793
552,0.743649091489927
554,0.7115871699015038
556,0.6795192639251633
558,0.6492886772161622
560,0.6272862190812722
562,0.6268197879858658
564,0.6528924785461887
566,0.6738919737506306
568,0.6738919737506306
570,0.6739697122665317
572,0.67424533064109
574,0.6482927814235232
576,0.6278233215547704
578,0.6290176678445231
580,0.6301908127208481
582,0.6315618374558304
584,0.6331802120141343
586,0.6351943462897527
588,0.6373710247349823
590,0.6401696113074204
592,0.6433003533568905
594,0.6467773851590105
596,0.6506289752650176
598,0.6546289752650176
600,0.6591378091872792
602,0.6641060070671377
604,0.669469964664311
606,0.6752650176678445
608,0.6816819787985866
610,0.6882968197879858
612,0.6951095406360424
614,0.6976379269729093
616,0.6994312131919905
618,0.6948557611030279
620,0.6820396489040104
622,0.6648682398159191
624,0.6487460456378945
626,0.6347165150977633
628,0.6237496484924637
630,0.6225649423913138
632,0.623685951628187
634,0.6271984873845391
636,0.6299959802332689
638,0.6339056238080132
640,0.6343117632472369
642,0.6168847472127584
644,0.5933199292683737
646,0.5666085881948416
648,0.5391654111397532
650,0.5099251581480971
652,0.4942039874613557
654,0.4760832257321749
656,0.4615922279196223
658,0.45042308598351
660,0.44369199244676283
662,0.44388554636045807
664,0.4597408158651973
666,0.4948067197296885
668,0.5674898763845766
670,0.6372820501838175
672,0.7040397330192387
674,0.7620997251668636
676,0.7971802120141342
678,0.7914416961130742
680,0.7851378091872792
682,0.7783957597173146
684,0.771547703180212
686,0.764374558303887
688,0.7570883392226149
690,0.7495265017667844
692,0.7421766784452297
694,0.7348197879858657
696,0.7272932862190813
698,0.720042402826855
700,0.7132720848056537
702,0.706565371024735
704,0.6999010600706714
706,0.6937879858657243
708,0.6878021201413428
710,0.6820141342756184
712,0.6764876325088338
714,0.6714487632508834
716,0.666643109540636
718,0.6621625441696113
720,0.6580000000000001
722,0.6541342756183746
724,0.6504876325088339
726,0.6472014134275618
728,0.6442190812720847
730,0.6411590106007067
732,0.6384240282685513
734,0.6359363957597174
736,0.6335335689045938
738,0.6315618374558305
740,0.6303392226148411
742,0.6294840989399294
744,0.6289752650176679
746,0.6289752650176679
748,0.6289752650176679
750,0.6289752650176679
752,0.6289752650176679
754,0.6289752650176679
756,0.6289752650176679
758,0.6289752650176679
760,0.6289752650176679
762,0.6289752650176679
764,0.6289752650176679
766,0.6289752650176679
768,0.6289752650176679
770,0.6289752650176679
772,0.6289752650176679
774,0.6289752650176679
776,0.6289752650176679
778,0.6289752650176679
780,0.6289752650176679
782,0.6289752650176679
784,0.6289752650176679
786,0.6289752650176679
788,0.6289752650176679
790,0.6289752650176679
792,0.6289752650176679
794,0.6289752650176679
796,0.6289752650176679
798,0.6289752650176679
800,0.6289752650176679
