wavelength,spectrum
400,0.0625
402,0.0625
404,0.0625
406,0.0625
408,0.0625
410,0.05976190476190483
412,0.05976190476190483
414,0.05976190476190483
416,0.05976190476190483
418,0.05726190476190496
420,0.06000000000000013
422,0.06000000000000013
424,0.06000000000000013
426,0.06000000000000013
428,0.1497857142857149
430,0.1497857142857149
432,0.15166666666666725
434,0.1588583829365085
436,0.17136086309523862
438,0.10188839285714273
440,0.1250124007936506
442,0.15156622023809505
444,0.17812003968253948
446,0.20467385912698394
448,0.23122767857142837
450,0.25778149801587275
452,0.2843353174603172
454,0.3095272817460316
456,0.34078050595238046
458,0.3817776714852603
460,0.4174714468917645
462,0.4483989811630488
464,0.47828449703606457
466,0.49602333632177925
468,0.4979328176142962
470,0.4990602723665223
472,0.4988685515873015
474,0.49499528769841267
476,0.4911220238095238
478,0.5081364087301591
480,0.5286056051587305
482,0.5090533659297055
484,0.5025880810657599
486,0.49970812074829957
488,0.4687130810657595
490,0.45060527683295504
492,0.4753960742630382
494,0.4829055130385485
496,0.47108316326530597
498,0.471141865079365
500,0.45951214096749826
502,0.4496588718820864
504,0.4456322971048884
506,0.4509504825185887
508,0.4452133430891735
510,0.4284208788166427
512,0.40057308970099637
514,0.36469130675526007
516,0.3288095238095238
518,0.2929277408637875
520,0.2570459579180512
522,0.22116417497231491
524,0.18528239202657862
526,0.14940060908084235
528,0.11351882613510607
530,0.07763704318936976
532,0.04835215946843938
534,0.026243632336656265
536,0.011311461794020405
538,0.003555647840531806
540,0.0029761904761904656
542,0.0029761904761904656
544,0.0029761904761904656
546,0.0034895833333333194
548,0.007309226190476169
550,0.014435119047619013
552,0.024867261904761854
554,0.03860565476190469
556,0.05513690476190467
558,0.07166815476190465
560,0.08819940476190462
562,0.1047306547619046
564,0.12126190476190457
566,0.13779315476190457
568,0.1543244047619045
570,0.1708556547619045
572,0.1873869047619045
574,0.20391815476190445
576,0.22044940476190442
578,0.23698065476190439
580,0.2535119047619044
582,0.2700431547619044
584,0.2853771825396825
586,0.29825615079365086
588,0.30222371031746037
590,0.31038501984127
592,0.3172400793650795
594,0.31998611111111097
596,0.3220793650793648
598,0.32999074074074064
600,0.33084788359788353
602,0.3306335978835979
604,0.2733597883597847
606,0.27247685185184833
608,0.27371626984126635
610,0.27363888888888543
612,0.27341269841269494
614,0.3193055555555562
616,0.28816468253968325
618,0.23424404761904846
620,0.17780952380952458
622,0.12089285714285788
624,0.07691666666666708
626,0.05338492063492082
628,0.05029761904761909
630,0.050313333333333356
632,0.048804761904761906
634,0.04606952380952379
636,0.04210761904761901
638,0.03691904761904757
640,0.03078571428571424
642,0.02465238095238092
644,0.018519047619047595
646,0.013794196428571413
648,0.012092886904761905
650,0.013415119047619073
652,0.01776089285714292
654,0.02513020833333344
656,0.03268601190476196
658,0.03556994047619051
660,0.03378199404761909
662,0.027554315476190482
664,0.019529761904761873
666,0.011136904761904773
668,0.005619047619047637
670,0.0029761904761904656
672,0.0029761904761904656
674,0.0029761904761904656
676,0.0029761904761904656
678,0.0029761904761904656
680,0.0029761904761904656
682,0.0029761904761904656
684,0.0029761904761904656
686,0.0029761904761904656
688,0.0029761904761904656
690,0.0029761904761904656
692,0.0029761904761904656
694,0.0029761904761904656
696,0.0029761904761904656
698,0.0029761904761904656
700,0.0029761904761904656
702,0.0029761904761904656
704,0.0029761904761904656
706,0.0029761904761904656
708,0.0029761904761904656
710,0.0029761904761904656
712,0.0029761904761904656
714,0.0029761904761904656
716,0.0029761904761904656
718,0.0029761904761904656
720,0.0029761904761904656
722,0.0029761904761904656
724,0.0029761904761904656
726,0.0029761904761904656
728,0.014825972769369145
730,0.04181714354827589
732,0.08394970281291073
734,0.14122365056327363
736,0.21363898679936458
738,0.28934592922800495
740,0.36505287165664535
742,0.44075981408528564
744,0.505745524915336
746,0.5555898472596583
748,0.5902927811182528
750,0.6098543264911187
752,0.614274483378257
754,0.614274483378257
756,0.614274483378257
758,0.614274483378257
760,0.614274483378257
762,0.614274483378257
764,0.614274483378257
766,0.614274483378257
768,0.614274483378257
770,0.614274483378257
772,0.614274483378257
774,0.614274483378257
776,0.614274483378257
778,0.614274483378257
780,0.614274483378257
782,0.614274483378257
784,0.614274483378257
786,0.614274483378257
788,0.614274483378257
790,0.614274483378257
792,0.614274483378257
794,0.614274483378257
796,0.614274483378257
798,0.614274483378257
800,0.614274483378257
